club,club_short,player_id,web_name,position,expected_role,p_start,p_sub_in,p_dnp,mins_if_start,mins_if_sub,override,confidence,conflict_rule,draft_eligible,reason,sources,source_refs,api_status,api_chance_of_playing_next_round,api_chance_of_playing_this_round,api_news,api_news_added,api_club_id,api_club_short,registration_status,registration_reason,availability_status,availability_override,availability_confidence,draft_availability,availability_reason,availability_sources,availability_source_refs
Everton,EVE,233,Mykolenko,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout XI LB; Branthwaite can cover left side so not Meerkat-green, still Regular default.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,246,Röhl,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI wide mid; Meerkat says club kept Röhl after right-side run late last season.,scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,247,Hackney,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,£16m Boro signing; Meerkat frames Hackney as Gueye replacement in midfield.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,248,Beto,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI #9; Meerkat silent on ST so Regular from Scout only.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,231,Keane,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout XI CB, but Meerkat says only Tarkowski is certain and Keane/Branthwaite/Garner are flexible. → Rotation.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,230,Branthwaite,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Meerkat notes LB/CB flexibility; not in Scout XI — shared minutes with Mykolenko/Keane.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,242,George,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,£18m from Chelsea; Meerkat says kept and gains minutes if Ndiaye exits. Contingent Rotation path.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,241,McNeil,MID,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,Wide competition with Röhl/Ndiaye/George.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,249,Barry,FWD,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,ST depth behind Beto; late Sub-in path.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,245,Dibling,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Attacking bench option GW1–5.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,240,Iroegbunam,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Midfield depth behind Hackney/Garner/Dewsbury-Hall.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,250,Leno,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI #1; clear #1 over Lecomte/McNally.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,254,Robinson,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI LB; dual-source lock.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,257,Bassey,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI CB; Andersen suspended so Bassey locked.,meerkat_nailed|scout_xi|api_status,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,261,Iwobi,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI attacker; only Meerkat-green attacker.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,258,Castagne,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI RB; not Meerkat-green but default right-back while Tete rotates.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,255,J.Cuenca,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI CB with Andersen suspended to 29 Aug; early-band starter beside Bassey.,scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,267,Lukić,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI DM beside Berge; Meerkat silent on midfield pair so Regular from Scout.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,265,Berge,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI midfield partner for Lukić; default double-pivot.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,264,Bobb,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout XI attacker, but Meerkat says all remaining attackers faced heavy rotation last year. → Rotation.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,262,Smith Rowe,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI #10; Meerkat rotation warning on Fulham attackers demotes Scout Regular → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,271,Muniz,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI #9; Meerkat flags attacker rotation and only names Kusi-Asare as backup ST. → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,256,Tete,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,RB competition with Castagne.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,263,Kevin,MID,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,Wide/attacking competition with Bobb/Iwobi/Smith Rowe.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,269,Sessegnon,DEF,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,LB/wing depth behind Robinson; late Sub-in path.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,268,King,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Attacking bench option amid heavy front-line rotation.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,272,Kusi-Asare,FWD,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,£5.2m Bayern signing; Meerkat flags £4.5m Kusi-Asare as backup ST who could get minutes.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,266,Cairney,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Veteran mid depth behind Lukić/Berge.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,274,Butland,GKP,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Transfer #1 GK (Butland→Hull); Meerkat flags new starter. Scout page missing Hull; promoted → avoid Nailed.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,277,Egan,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,"Club CB leader from Championship core; Meerkat cites last lineup only, Scout missing. Conservative Regular.",meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,278,Hughes,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Likely CB partner in recent Hull XIs; no Scout XI. Low confidence Regular for promoted side.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,280,Coyle,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Established RB from Championship minutes; Meerkat last-lineup lean only. Prefer Regular over Nailed.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,282,Giles,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Natural LB competing with new signing Targett; Meerkat explicitly questions Targett start → FB fight.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,556,Targett,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Free transfer Targett→Hull; Meerkat asks if starter. No Scout XI → Rotation not Regular.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,279,Ajayi,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CB depth vs Egan/Hughes; no Scout/Meerkat start confirmation.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,290,Slater,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Championship midfield regular; Meerkat last-lineup lean only. Conservative Regular.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,292,Ömür,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Creative MID core from promotion push; Scout missing → Regular not Nailed.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,286,Belloumi,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Attacking MID/wide threat priced as starter band; single-source Regular for promoted attack.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,287,Millar,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Wide/attacking MID shares minutes with Belloumi/Ömür; no nailed lean.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,293,Kamara,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CM depth challenger; Meerkat provides no green nailed list for Hull.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,563,Morita,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,New/available CM option at £5.0m; unsettled midfield → Rotation.,api_status,data/processed/players.parquet,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,295,McBurnie,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,"Primary #9 by price/role for Hull attack; Scout missing, Meerkat thin → Regular.",meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,554,Van Oevelen,GKP,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,New GK (van Oevelen→Ipswich) in three-way fight with Scherpen/Walton; budget-GK note unsettled. No Scout XI.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,564,Scherpen,GKP,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,29–30 Jul signing Scherpen→Ipswich; competing for #1 with van Oevelen. Prefer Rotation over Regular.,transfer_note,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,259,Diop,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Meerkat: Diop new CB; transfer Diop→Ipswich. Scout missing → Regular not Nailed.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,304,O'Shea,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Club captain/CB core from prior PL spell; no Scout XI. Conservative Regular.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,306,Greaves,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Left-sided CB/FB option likely in early backline; Scout missing → Regular.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,305,Davis,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,LB minutes contingent on formation/Greaves usage; no Meerkat green.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,308,Furlong,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,RB contender; no Scout/Meerkat start lock for promoted side.,api_status,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,303,Kipré,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CB depth behind Diop/O'Shea; Rotation not Regular.,api_status,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,315,Fatawu,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Meerkat: Fatawu aiming first choice; transfer Fatawu→Ipswich £20m. Scout missing → Regular.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,562,Maeda,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Meerkat: Maeda aiming first choice; 23–25 Jul Maeda→Ipswich. Prefer Regular over Nailed.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,313,Clarke,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Established wide/attacking MID from Championship; competes with new attackers but still default lean.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,318,Philogene,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Wide rotation vs Fatawu/Maeda/Clarke; Meerkat did not nail him.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,310,Matusiwa,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Likely CM anchor from prior XI; Scout missing → Regular not Nailed.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,309,Núñez,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CM partner fight with Matusiwa/Taylor; no first-choice lean stated.,api_status,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,319,Szmodics,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Attacking MID/second-striker rotation behind new first-choice attackers.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,316,Emersonn,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Meerkat: Emersonn aiming first choice; Emersonn→Ipswich £26m. Scout missing → Regular.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,317,Hirst,FWD,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Incumbent ST competing with Emersonn; shares early minutes.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,326,Perri,GKP,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Leeds official friendlies gave Cairns both recent starts while Perri played one second half and was absent from the next match squad; reported Torino move also threatens Leeds availability. Demoted conservatively until Trafford registration and Perri destination are settled.,scout_xi|meerkat_nailed|official_leeds,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.leedsunited.com/en/news/team-news-leeds-united-vs-sunderland,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,329,Rodon,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green + Scout XI CB; established Leeds starter.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,334,Muharemović,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat green as Struijk replace (Muharemovic→Leeds). Scout XI starts Bijol instead → demote to Regular.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,327,Bijol,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI CB; Meerkat nails Muharemović as Struijk replace → CB fight demotes Bijol to Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,331,Gudmundsson,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green + Scout XI (LB/wing-back). Dual-source start lean.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,330,Bogle,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Scout XI RB; absent from Meerkat green → Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,332,Justin,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,Scout XI defender; not Meerkat green → Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,338,Ampadu,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green + Scout XI; Stach partner in midfield.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,335,Stach,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,"Meerkat green (slots with Ampadu, less advanced) + Scout XI.",meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,260,Wilson,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat green front-3 (Harry Wilson Fulham→Leeds free; roster Wilson). Scout XI uses Aaronson instead → Regular.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,336,Okafor,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat green front-3; Scout omits (Aaronson/Tanaka shape) → demote Nailed to Regular.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,337,Aaronson,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI AM; Meerkat nails Wilson/Okafor/DCL front 3 instead → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,345,Tanaka,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI midfielder; Meerkat midfield is Ampadu+Stach only → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,341,Gnonto,MID,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,Wide challenger behind Wilson/Okafor; not in Scout XI or Meerkat green.,api_status,data/processed/players.parquet,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,346,Calvert-Lewin,FWD,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green front-3 + Scout XI #9.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Liverpool,LIV,350,A.Becker,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green Alisson + Scout XI; FPL web_name A.Becker.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,eligible,,,
Liverpool,LIV,356,Virgil,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green Van Dijk + Scout XI; FPL web_name Virgil.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,eligible,,,
Liverpool,LIV,358,Kerkez,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green + Scout XI LB.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,eligible,,,
Liverpool,LIV,362,Jacquet,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat green Konaté replace (~£60m Jacquet→LIV). Scout XI starts Gomez instead → Regular. Shoulder recovery noted in £5.0m research.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,100.0,,,2026-07-23T12:01:23.581126Z,14,LIV,aligned,,available,none,none,eligible,,,
