club,club_short,player_id,web_name,position,expected_role,p_start,p_sub_in,p_dnp,mins_if_start,mins_if_sub,override,confidence,conflict_rule,draft_eligible,reason,sources,source_refs,api_status,api_chance_of_playing_next_round,api_chance_of_playing_this_round,api_news,api_news_added,api_club_id,api_club_short,registration_status,registration_reason,availability_status,availability_override,availability_confidence,draft_availability,availability_reason,availability_sources,availability_source_refs
Everton,EVE,232,O'Brien,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,233,Mykolenko,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,246,Röhl,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,247,Hackney,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,248,Beto,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,231,Keane,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout XI CB, but Meerkat says only Tarkowski is certain and Keane/Branthwaite/Garner are flexible. → Rotation.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,230,Branthwaite,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,242,George,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,£18m from Chelsea; Meerkat says kept and gains minutes if Ndiaye exits. Contingent Rotation path.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,241,McNeil,MID,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,Wide competition with Röhl/Ndiaye/George.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,249,Barry,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,245,Dibling,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Attacking bench option GW1–5.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,240,Iroegbunam,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Fulham,FUL,250,Leno,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,254,Robinson,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,257,Bassey,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,261,Iwobi,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,258,Castagne,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,255,J.Cuenca,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,267,Lukić,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,265,Berge,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,264,Bobb,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,262,Smith Rowe,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,271,Muniz,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,256,Tete,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,263,Kevin,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,eligible,,,
Fulham,FUL,269,Sessegnon,DEF,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,LB/wing depth behind Robinson; late Sub-in path.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,268,King,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Attacking bench option amid heavy front-line rotation.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,272,Kusi-Asare,FWD,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,£5.2m Bayern signing; Meerkat flags £4.5m Kusi-Asare as backup ST who could get minutes.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Fulham,FUL,266,Cairney,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Veteran mid depth behind Lukić/Berge.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,10,FUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,274,Butland,GKP,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,277,Egan,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,278,Hughes,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,280,Coyle,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,282,Giles,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,556,Targett,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Free transfer Targett→Hull; Meerkat asks if starter. No Scout XI → Rotation not Regular.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,279,Ajayi,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,290,Slater,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,292,Ömür,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,286,Belloumi,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,287,Millar,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Hull City,HUL,293,Kamara,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CM depth challenger; Meerkat provides no green nailed list for Hull.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,563,Morita,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,New/available CM option at £5.0m; unsettled midfield → Rotation.,api_status,data/processed/players.parquet,a,,,,,11,HUL,aligned,,available,none,none,not_role_eligible,,,
Hull City,HUL,295,McBurnie,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,11,HUL,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,554,Van Oevelen,GKP,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,New GK (van Oevelen→Ipswich) in three-way fight with Scherpen/Walton; budget-GK note unsettled. No Scout XI.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,564,Scherpen,GKP,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,259,Diop,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,304,O'Shea,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,306,Greaves,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,305,Davis,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,308,Furlong,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,303,Kipré,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CB depth behind Diop/O'Shea; Rotation not Regular.,api_status,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,315,Fatawu,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,562,Maeda,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,313,Clarke,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,318,Philogene,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Wide rotation vs Fatawu/Maeda/Clarke; Meerkat did not nail him.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,310,Matusiwa,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,i,0.0,,Muscular injury - Unknown return date,,12,IPS,aligned,,available,none,none,exclude_gw1,API status=i; chance=0.0; Muscular injury - Unknown return date,,
Ipswich Town,IPS,309,Núñez,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,data/processed/players.parquet,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,319,Szmodics,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Attacking MID/second-striker rotation behind new first-choice attackers.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Ipswich Town,IPS,316,Emersonn,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,12,IPS,aligned,,available,none,none,eligible,,,
Ipswich Town,IPS,317,Hirst,FWD,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Incumbent ST competing with Emersonn; shares early minutes.,meerkat_nailed,https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,12,IPS,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,326,Perri,GKP,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.leedsunited.com/en/news/team-news-leeds-united-vs-sunderland,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,329,Rodon,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,334,Muharemović,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,327,Bijol,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,331,Gudmundsson,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,330,Bogle,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,332,Justin,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,338,Ampadu,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,335,Stach,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,260,Wilson,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,336,Okafor,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (Meerkat 🟢 / predicted).,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,337,Aaronson,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI AM; Meerkat nails Wilson/Okafor/DCL front 3 instead → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,345,Tanaka,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,source_disagreement_or_single,True,Single-source or non-unanimous starter signal (FFS predicted XI).,FFS Team News; FPL Meerkat,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Leeds,LEE,341,Gnonto,MID,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,Wide challenger behind Wilson/Okafor; not in Scout XI or Meerkat green.,api_status,data/processed/players.parquet,a,,,,,13,LEE,aligned,,available,none,none,not_role_eligible,,,
Leeds,LEE,346,Calvert-Lewin,FWD,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,13,LEE,aligned,,available,none,none,eligible,,,
Liverpool,LIV,350,A.Becker,GKP,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,not_role_eligible,,,
Liverpool,LIV,356,Virgil,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,source_disagreement_or_single,False,Previously draft-role but absent from current FFS XI and Meerkat nailed list.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,not_role_eligible,,,
Liverpool,LIV,358,Kerkez,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,unanimous_dual_source,True,Unanimous: FFS predicted XI + Meerkat 🟢 nailed.,FFS Team News; FPL Meerkat,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,14,LIV,aligned,,available,none,none,eligible,,,
